                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                 1.3286,                 2.8893,                 1.7877,                0.62139,                0.31309,                0.35979,                0.20265,                 1.5795,                 2.9288,                  1.821,               0.004258,               0.004258,               0.004258
                     60,                  1.333,                  2.858,                 1.7922,                0.62675,                0.32782,                0.38603,                0.21602,                 1.6342,                    2.9,                 1.8537,               0.004159,               0.004159,               0.004159
                     61,                 1.3168,                 2.8132,                 1.7807,                0.71079,                0.31973,                0.39607,                0.26189,                 1.4035,                 2.8945,                 1.6755,                0.00406,                0.00406,                0.00406
                     62,                 1.3263,                 2.7953,                  1.785,                 0.6174,                0.35664,                0.41493,                0.26196,                 1.4478,                 2.7601,                 1.6891,               0.003961,               0.003961,               0.003961
                     63,                 1.3208,                 2.7402,                 1.7804,                0.61548,                0.33808,                0.40183,                0.22642,                 1.6183,                  2.753,                 1.8571,               0.003862,               0.003862,               0.003862
                     64,                 1.2981,                 2.7133,                 1.7645,                0.65328,                0.35976,                0.42196,                0.28041,                 1.3724,                  2.733,                 1.6328,               0.003763,               0.003763,               0.003763
                     65,                 1.3025,                   2.69,                 1.7611,                0.68118,                0.37595,                0.43871,                 0.2918,                 1.3743,                 2.6816,                 1.6408,               0.003664,               0.003664,               0.003664
                     66,                 1.2902,                 2.6666,                 1.7461,                 0.6905,                0.39382,                0.46592,                0.29376,                 1.4975,                 2.5743,                 1.7516,               0.003565,               0.003565,               0.003565
                     67,                 1.2694,                 2.6304,                 1.7392,                0.69725,                0.39634,                 0.4695,                 0.3149,                 1.3554,                 2.5997,                 1.6222,               0.003466,               0.003466,               0.003466
                     68,                 1.2697,                 2.5875,                 1.7397,                0.65945,                0.39365,                0.45623,                0.27993,                 1.5313,                 2.6657,                 1.7628,               0.003367,               0.003367,               0.003367
                     69,                 1.2561,                 2.5674,                 1.7241,                 0.7126,                0.37796,                0.47877,                 0.3214,                 1.3782,                 2.5538,                 1.6441,               0.003268,               0.003268,               0.003268
                     70,                 1.2673,                 2.5247,                 1.7342,                0.68868,                0.40421,                0.48218,                0.32424,                 1.3812,                 2.5168,                 1.6348,               0.003169,               0.003169,               0.003169
                     71,                 1.2441,                 2.5155,                 1.7121,                0.77055,                0.41501,                0.49911,                0.34488,                 1.3406,                 2.4917,                 1.5957,                0.00307,                0.00307,                0.00307
                     72,                 1.2584,                 2.5121,                 1.7031,                0.69809,                0.42403,                0.50868,                 0.3416,                 1.4021,                 2.4613,                 1.6463,               0.002971,               0.002971,               0.002971
                     73,                 1.2483,                 2.4666,                 1.7077,                0.78295,                0.43755,                0.52505,                0.36122,                 1.3681,                 2.3847,                 1.6204,               0.002872,               0.002872,               0.002872
                     74,                 1.2354,                 2.4456,                  1.707,                0.71499,                0.42145,                0.50629,                0.34596,                 1.3411,                 2.4477,                 1.5957,               0.002773,               0.002773,               0.002773
                     75,                 1.2283,                  2.408,                 1.6982,                 0.7362,                0.43927,                0.51721,                0.33724,                 1.3953,                 2.4353,                 1.6399,               0.002674,               0.002674,               0.002674
                     76,                 1.2255,                 2.4156,                 1.6879,                0.73165,                0.45909,                0.53603,                0.36753,                 1.3264,                 2.3339,                 1.5765,               0.002575,               0.002575,               0.002575
                     77,                  1.207,                  2.381,                 1.6723,                0.73883,                0.45805,                0.54102,                0.35312,                 1.4174,                 2.3007,                 1.6718,               0.002476,               0.002476,               0.002476
                     78,                 1.2123,                 2.3544,                 1.6738,                0.76228,                0.46928,                0.54711,                 0.3829,                 1.3046,                 2.2531,                   1.57,               0.002377,               0.002377,               0.002377
                     79,                 1.2079,                 2.3508,                 1.6809,                0.73921,                0.44964,                 0.5387,                0.37484,                 1.3635,                 2.3602,                 1.6181,               0.002278,               0.002278,               0.002278
                     80,                 1.1914,                 2.3315,                 1.6709,                0.74945,                0.46684,                0.54033,                0.36567,                 1.3476,                 2.3349,                 1.6097,               0.002179,               0.002179,               0.002179
                     81,                 1.2005,                 2.3154,                 1.6661,                0.75171,                0.46999,                0.55227,                0.37373,                 1.3872,                 2.2881,                 1.6345,                0.00208,                0.00208,                0.00208
                     82,                 1.1898,                  2.309,                 1.6496,                0.79169,                0.46063,                0.55292,                0.38441,                 1.3216,                 2.3136,                  1.576,               0.001981,               0.001981,               0.001981
                     83,                 1.1825,                 2.2799,                 1.6543,                0.76658,                 0.4824,                0.56747,                0.39674,                 1.3384,                 2.2028,                  1.587,               0.001882,               0.001882,               0.001882
                     84,                 1.1786,                 2.2823,                 1.6446,                0.77562,                 0.4802,                0.56611,                0.39846,                 1.3041,                 2.2243,                 1.5745,               0.001783,               0.001783,               0.001783
                     85,                 1.1696,                 2.2342,                 1.6427,                0.77398,                0.48898,                0.56967,                0.40239,                 1.2896,                 2.1927,                 1.5404,               0.001684,               0.001684,               0.001684
                     86,                 1.1864,                  2.267,                 1.6541,                0.81024,                0.48251,                0.57736,                0.39827,                 1.3019,                 2.1742,                 1.5644,               0.001585,               0.001585,               0.001585
                     87,                 1.1633,                 2.2214,                 1.6352,                0.77748,                0.48156,                0.56502,                0.39137,                 1.3215,                 2.1863,                 1.5701,               0.001486,               0.001486,               0.001486
                     88,                  1.153,                 2.1862,                 1.6253,                0.81649,                0.48303,                0.58369,                0.39437,                  1.342,                 2.1326,                 1.5925,               0.001387,               0.001387,               0.001387
                     89,                 1.1563,                 2.1938,                 1.6261,                0.82285,                0.49722,                0.58623,                0.40719,                 1.3104,                 2.1077,                 1.5864,               0.001288,               0.001288,               0.001288
                     90,                 1.1474,                 2.1904,                 1.6184,                0.81514,                0.50169,                0.58942,                0.41565,                 1.2737,                 2.0962,                 1.5618,               0.001189,               0.001189,               0.001189
                     91,                 1.1488,                 2.1714,                 1.6202,                0.82461,                0.50399,                0.58933,                0.40825,                   1.31,                 2.0975,                 1.5909,                0.00109,                0.00109,                0.00109
                     92,                 1.1505,                 2.1647,                 1.6197,                0.82203,                0.51939,                0.59935,                0.43168,                 1.2439,                 2.0548,                 1.5285,               0.000991,               0.000991,               0.000991
                     93,                 1.1528,                 2.1566,                 1.6214,                0.82917,                0.50819,                0.59641,                0.42331,                  1.272,                 2.0537,                 1.5472,               0.000892,               0.000892,               0.000892
                     94,                 1.1513,                  2.162,                 1.6101,                0.81878,                0.50339,                0.59931,                0.42127,                 1.2922,                 2.0593,                 1.5669,               0.000793,               0.000793,               0.000793
                     95,                 1.1481,                  2.149,                 1.6252,                0.83228,                0.49285,                0.58883,                0.41405,                 1.2959,                 2.0699,                 1.5664,               0.000694,               0.000694,               0.000694
                     96,                 1.1453,                 2.1313,                 1.6176,                0.83511,                0.49573,                0.59581,                0.42078,                 1.2816,                 2.0835,                  1.543,               0.000595,               0.000595,               0.000595
                     97,                 1.1318,                 2.1446,                 1.6074,                0.85429,                0.50947,                0.60676,                0.43755,                 1.2507,                 2.0213,                 1.5218,               0.000496,               0.000496,               0.000496
                     98,                 1.1183,                   2.13,                 1.5885,                0.83397,                0.52021,                0.60714,                0.43759,                 1.2356,                 2.0197,                  1.511,               0.000397,               0.000397,               0.000397
                     99,                 1.1286,                 2.1192,                 1.5972,                0.84172,                0.51768,                 0.6095,                0.44041,                 1.2396,                 2.0153,                 1.5106,               0.000298,               0.000298,               0.000298
