                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.34313,                0.22694,                0.85816,                  0.938,                 0.8238,                0.88049,                0.76133,                0.58857,                0.55654,                0.93853,               0.006568,               0.006568,               0.006568
                    106,                0.34851,                0.22183,                0.85735,                0.93348,                0.83532,                0.90285,                 0.7617,                0.65107,                0.57463,                0.96459,               0.006535,               0.006535,               0.006535
                    107,                0.33947,                0.21738,                0.85609,                0.88878,                0.84709,                0.89236,                0.75545,                 0.6361,                0.63031,                0.95215,               0.006502,               0.006502,               0.006502
                    108,                0.33626,                0.21475,                0.85364,                0.96716,                0.82014,                0.90031,                0.78256,                0.60415,                0.57691,                 0.9404,               0.006469,               0.006469,               0.006469
                    109,                 0.3316,                0.21377,                0.85537,                0.92268,                0.83349,                0.88496,                0.76504,                0.60381,                0.58792,                0.94598,               0.006436,               0.006436,               0.006436
                    110,                0.33243,                0.21245,                0.85051,                0.92368,                0.83375,                0.89742,                0.75898,                0.66639,                 0.6206,                0.96119,               0.006403,               0.006403,               0.006403
                    111,                0.33099,                0.20696,                0.84895,                0.95098,                0.80154,                0.87804,                0.75905,                 0.6268,                0.57827,                0.94252,                0.00637,                0.00637,                0.00637
                    112,                0.33006,                0.20604,                 0.8509,                0.91845,                0.81922,                0.88101,                0.75289,                0.62392,                0.62532,                0.94273,               0.006337,               0.006337,               0.006337
                    113,                0.32422,                0.20416,                0.84952,                0.96613,                0.81146,                0.89438,                0.76949,                0.60979,                0.59642,                0.93902,               0.006304,               0.006304,               0.006304
                    114,                0.33337,                0.20654,                0.85257,                0.94709,                0.83921,                0.89236,                0.77336,                0.59912,                0.62927,                0.94051,               0.006271,               0.006271,               0.006271
                    115,                0.32813,                0.21139,                0.85343,                0.95276,                 0.8474,                0.89244,                0.78075,                0.61073,                0.59638,                0.93779,               0.006238,               0.006238,               0.006238
                    116,                0.32219,                0.21111,                0.85062,                0.96796,                0.82666,                0.89436,                0.76824,                 0.6643,                0.59874,                0.95956,               0.006205,               0.006205,               0.006205
                    117,                0.31974,                0.20492,                 0.8468,                0.94246,                0.82565,                0.89394,                0.78286,                0.56689,                0.58955,                0.93235,               0.006172,               0.006172,               0.006172
                    118,                0.32386,                0.20467,                0.85018,                0.96466,                0.81722,                0.90551,                0.76018,                0.67567,                0.61836,                0.96888,               0.006139,               0.006139,               0.006139
                    119,                0.32317,                 0.1996,                0.84378,                0.96266,                0.81223,                  0.887,                0.73654,                0.69895,                0.62598,                0.97647,               0.006106,               0.006106,               0.006106
                    120,                0.31646,                0.20678,                0.84245,                0.96828,                 0.8062,                0.88058,                0.75481,                0.61043,                0.64111,                0.93973,               0.006073,               0.006073,               0.006073
                    121,                 0.3162,                0.20303,                0.84635,                0.95649,                0.79966,                0.87714,                0.75792,                 0.6232,                0.65424,                0.95024,                0.00604,                0.00604,                0.00604
                    122,                0.32296,                0.19778,                0.84593,                0.93785,                0.85094,                0.91696,                0.78877,                0.57959,                0.57458,                0.93262,               0.006007,               0.006007,               0.006007
                    123,                0.31604,                0.20433,                0.84524,                0.89458,                0.83141,                0.90082,                0.78082,                0.60854,                0.63743,                0.94279,               0.005974,               0.005974,               0.005974
                    124,                0.31191,                0.20054,                0.84451,                0.90802,                0.85063,                0.90166,                0.77057,                 0.6481,                0.63874,                0.95303,               0.005941,               0.005941,               0.005941
                    125,                0.31201,                0.19642,                0.84261,                0.91286,                0.82732,                0.89942,                0.77795,                0.59954,                0.60966,                0.93746,               0.005908,               0.005908,               0.005908
                    126,                0.30579,                 0.1969,                0.84545,                 0.9667,                0.80581,                0.91883,                0.78594,                0.60227,                0.57129,                0.93015,               0.005875,               0.005875,               0.005875
                    127,                0.30783,                0.19286,                0.84225,                0.95532,                0.81157,                0.90303,                0.78642,                0.58726,                0.60676,                0.93535,               0.005842,               0.005842,               0.005842
                    128,                0.30687,                0.19396,                0.84303,                 0.9595,                0.81381,                0.90477,                0.77979,                0.60846,                0.58006,                0.94377,               0.005809,               0.005809,               0.005809
                    129,                0.30731,                0.19772,                0.84126,                0.92335,                0.84286,                0.89382,                0.76878,                0.62216,                0.59457,                0.94551,               0.005776,               0.005776,               0.005776
                    130,                  0.309,                0.19964,                0.84401,                0.93601,                0.85851,                   0.91,                0.78013,                0.61682,                 0.5464,                0.95077,               0.005743,               0.005743,               0.005743
                    131,                0.29849,                0.19142,                0.83716,                0.93356,                0.83446,                0.90162,                 0.7832,                0.59803,                0.57718,                 0.9367,                0.00571,                0.00571,                0.00571
                    132,                0.29908,                0.19019,                0.84022,                0.94671,                0.83285,                0.89886,                0.78011,                0.60389,                0.58434,                0.94185,               0.005677,               0.005677,               0.005677
                    133,                0.29796,                0.19033,                0.83466,                0.93825,                0.84983,                 0.8938,                  0.799,                0.51125,                0.55789,                0.90839,               0.005644,               0.005644,               0.005644
                    134,                0.29872,                0.18359,                 0.8364,                0.96557,                0.82916,                0.89901,                0.78274,                0.61432,                0.60231,                0.94224,               0.005611,               0.005611,               0.005611
                    135,                 0.3002,                0.18715,                0.84238,                0.93091,                0.83537,                0.90117,                0.77989,                0.60858,                0.59037,                0.93104,               0.005578,               0.005578,               0.005578
                    136,                0.29347,                0.18447,                0.83671,                0.93008,                0.84176,                0.90109,                0.78665,                 0.5905,                0.62695,                0.92439,               0.005545,               0.005545,               0.005545
                    137,                0.29372,                0.18247,                0.83722,                0.90201,                0.88173,                0.90931,                 0.7904,                0.61698,                0.56332,                0.93432,               0.005512,               0.005512,               0.005512
                    138,                0.29659,                0.18822,                0.83586,                0.89098,                0.87625,                0.90662,                 0.7863,                0.61328,                0.53694,                0.93591,               0.005479,               0.005479,               0.005479
                    139,                0.29166,                0.18529,                0.83631,                0.96412,                 0.8179,                0.89882,                0.77826,                0.59916,                0.54965,                0.93491,               0.005446,               0.005446,               0.005446
                    140,                0.29007,                0.18362,                0.83385,                0.95344,                0.85145,                0.90678,                0.78133,                 0.6198,                0.55761,                0.94133,               0.005413,               0.005413,               0.005413
                    141,                0.29295,                0.17945,                0.83597,                0.93915,                0.86126,                0.90579,                 0.7836,                0.62946,                 0.5419,                0.94685,                0.00538,                0.00538,                0.00538
                    142,                0.29089,                0.18067,                0.83338,                0.97092,                0.82678,                0.90844,                0.79422,                0.59853,                0.53901,                0.93008,               0.005347,               0.005347,               0.005347
                    143,                0.29021,                0.18321,                0.83587,                0.96583,                0.82801,                0.90568,                0.80354,                0.54601,                0.53529,                0.91641,               0.005314,               0.005314,               0.005314
                    144,                0.28977,                0.18275,                0.83605,                0.92005,                0.84644,                0.89631,                0.78528,                0.57616,                0.56826,                0.92074,               0.005281,               0.005281,               0.005281
                    145,                0.28838,                0.18269,                0.83543,                0.94245,                 0.8326,                0.90052,                0.79509,                 0.5583,                0.55271,                0.91699,               0.005248,               0.005248,               0.005248
                    146,                0.29055,                 0.1827,                0.83701,                 0.9598,                0.81651,                0.90063,                0.79223,                0.56983,                 0.5893,                0.92916,               0.005215,               0.005215,               0.005215
                    147,                0.28881,                0.17818,                0.83775,                0.94684,                0.82661,                0.89773,                0.80299,                0.53521,                0.58605,                0.90705,               0.005182,               0.005182,               0.005182
                    148,                 0.2857,                0.17594,                0.83173,                0.96052,                0.82571,                0.90215,                0.78615,                0.60889,                0.60786,                0.92807,               0.005149,               0.005149,               0.005149
