                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 1.1022,                 1.7816,                 1.4706,                0.82855,                0.46393,                0.57261,                0.38316,                 1.2733,                  1.799,                 1.4489,               0.001288,               0.001288,               0.001288
                     90,                 1.0649,                 1.7294,                 1.4596,                0.84352,                0.46137,                0.57515,                0.37879,                 1.3011,                 1.8022,                 1.4694,               0.001189,               0.001189,               0.001189
                     91,                 1.0841,                 1.7568,                 1.4646,                0.84816,                0.46552,                0.57728,                0.38885,                 1.2636,                 1.7651,                 1.4398,                0.00109,                0.00109,                0.00109
                     92,                 1.0824,                 1.7468,                 1.4632,                0.84363,                 0.4666,                0.58003,                0.40375,                  1.207,                 1.7534,                  1.402,               0.000991,               0.000991,               0.000991
                     93,                 1.0825,                 1.7362,                 1.4555,                 0.7868,                0.50534,                0.58618,                0.40743,                  1.228,                 1.7256,                  1.409,               0.000892,               0.000892,               0.000892
                     94,                 1.0578,                 1.6997,                 1.4526,                0.77041,                0.51636,                0.59217,                0.40542,                 1.2461,                 1.7024,                 1.4148,               0.000793,               0.000793,               0.000793
                     95,                 1.0622,                 1.7167,                 1.4565,                0.74179,                0.52404,                0.59015,                 0.4016,                 1.2574,                 1.6899,                 1.4207,               0.000694,               0.000694,               0.000694
                     96,                 1.0511,                 1.6899,                 1.4367,                0.76203,                0.51675,                0.59097,                0.40625,                 1.2229,                 1.6941,                 1.4008,               0.000595,               0.000595,               0.000595
                     97,                 1.0408,                 1.6941,                 1.4321,                0.82072,                0.49227,                0.58625,                0.40937,                 1.1923,                 1.6923,                 1.3829,               0.000496,               0.000496,               0.000496
                     98,                 1.0443,                 1.6783,                 1.4305,                0.80679,                0.49757,                0.58776,                0.40643,                 1.2105,                 1.6823,                 1.3911,               0.000397,               0.000397,               0.000397
                     99,                 1.0394,                  1.694,                  1.438,                0.74037,                0.52594,                0.59309,                0.40601,                 1.2235,                 1.6722,                 1.3997,               0.000298,               0.000298,               0.000298
